n,encuestadora,fecha,muestra,tasa_respuesta,alejandro_gaviria,sergio_fajardo,juan_m_galan,ingrid_betancourt,alex_char,david_barguil,enrique_penalosa,federico_gutierrez,oscar_i_zuluaga,rodolfo_hernandez,gustavo_petro,otros,blanco,ns_nr,margen_error,fuente,link,muestreo,hipotesis,tipo,muestra_int_voto,municipios
172,TYSE,2022-05-16,8000,NA,NA,6.06,NA,0.88,NA,NA,NA,21.4,NA,10.9,36.64,2.46,6.19,14.39,2.6,"TYSE","https://twitter.com/diegofuerteb/status/1526209043731304449?s=21&t=nqmJLBMXbkfVbLcA3wrgRA",NA,presencial,NA,NA,NA
