"","Federico Gutiérrez","Gustavo Petro","Ingrid Betancourt","Rodolfo Hernández","Sergio Fajardo","fecha"
"1",4.23845555555556,28.6647555555556,3.20483333333333,9.72814444444444,7.29223333333333,"2022-03-13"
"2",25.318706803581,38.3260219994685,1.18771398722439,10.9371631568661,7.99484805237353,"2022-04-05"
